Pathway Name	Organism	Gene Ontology	Url to WikiPathways	Last Changed	Last Revision	Author	Count	Entrez	Ensembl	SwissProt	UniGene	RefSeq	MOD	PubChem	CAS	ChEBI
Proteasome Degradation	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP281	20081114113113	21271	Nsalomonis, MaintBot	37	 ,35998,41785,42828,31567,43449,40174,35176,40388,33105,35701,42805,32047,34359,41531,39855,36018,37378,41079,46058,39628,45269,40639,32274,37894,42641,39845,41672,36638,40717,42802,36951,34999,37029,2768916,38456,32269								
Pentose Phosphate Pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP282	20081114113114	21273	Kdahlquist, MaintBot, M.Ramirez	8	24377,24378,64524,83688,290636,362660,316460,362383								
CAR-RET metabolism, RPE	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP283	20081114113114	21275	Susan, MaintBot, AlexanderPico	21			Q64FW2		NP 076113,NP 084263,NP 598767,NP 031435,NP 031436,NP 033066,NP 059501,NP 084293,NP 035433,NP 035384,NP 033060,NP 035385,NP 038524,NP 031785,NP 033048,NP 444310,NP 848828,NP 065624,NP 031837				
Apoptosis Mechanisms	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP284	20081114113114	21277	A.C.Zambon, MaintBot, AlexanderPico, B.Lawlor	83	246756,246775,25625,24835,156767,287069,311786,116667,287398,25272,266610,306886,78971,63879,83584,64026,25402,64314,24224,309295,24888,171528,50669,25385,116502,64625,24887,24577,24842,246362,309165,81736,78963,58918,25309,25310,25493,24516,64547,117271,140923,,84359,114214,Hells,64639,25166,114555,64044,362788,366513,25008,364420,316256,84351,309361,81525,Nfkbie,64041,362675,246334,24508,290749,292892,291100,296953,364081,IRF7 PREDICTED,25163,117279,314756,246097,288753,60434,60430,29884,317673,492821,24185,25513,25718,24483,24482								
B Cell Receptor Signaling Pathway	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP285	20081114113114	21279	A.Pandey, MaintBot	148	171055,364403,25150,81515,25155,499356,292763,54236,25614,116689,288077,,289820,81732,54227,301511,288669,297518,360854,81504,313845,300955,25156,25738,289395,365367,25621,29337,25513,29741,294048,116590,314436,367901,500985,85385,25414,291044,50646,25734,287942,365948,81678,25622,308501,58918,64026,171136,305450,296603,85421,363577,84492,54245,63881,155918,305269,312477,301333,116723,309419,89812,314641,140607,81771,50689,25676,170538,81646,317676,81745,24185,50686,84482,54259,306760,116554,289211,83840,29304,84477,24516,81647,81649,303836,289014,24708,94201,114483,84353,84027,84351,309361,25493,309165,305584,25023,313498,29600,311658,361400,24674,24675,114203,353256,361659,362046,362289,315707,83477,313121,309295,64033,25193,25729,114494,117282,24699,29748,85420,171150,84582,25309,24703,170851,58960,60587,116663,25125,25124,301348,64547,54268,499931,286974,291813,24224,313874,114486,81530,24887,361388,29340,25262,117273,298947,313050								
IL-3 Signaling Pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP286	20081114113114	21281	A.Pandey, MaintBot	102	3562,3563,1439,5290,5293,3265,7006,7409,3716,3717,5777,5781,4067,6850,3055,2534,3932,6772,6776,6778,6777,6774,5914,6256,5295,5296,207,7534,2242,1154,10399,5579,6464,10971,7529,9846,2885,6654,3635,2549,2889,1399,867,1398,29990,572,598,596,581,10018,5515,1385,5747,5829,6714,8835,9021,1759,7414,5894,5604,5879,5880,5599,5594,5595,2623,2624,5566,5058,5578,4790,6513,7297,2931,2932,30818,5598,2308,3315,1432,1386,466,22808,3845,6199,5906,332,9261,6688,998,660,7133,3397,6403,2208,5601,1111,4145,4313,4318								
Upiquinone Q Prenylation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP287	20081114113114	21283	M.Braymer, MaintBot	7						S000005324,S000005456,S000003487,S000004578,S000005651		2466-09-3,303-97-9	
NLR proteins	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP288	20090310094121	28883	Kufer, MaintBot, Andi1006, Thomas	11	6885,55914,2048,5599,8517,1147,3551,958					6871,9955			
Myometrial Relaxation and Contraction Pathways	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP289	20081114113117	21289	Nsalomonis, MaintBot, AlexanderPico, Thomas, Khanspers	161	5575,108,5578,5579,,5580,5582,5583,5587,5588,5590,5581,5567,112,114,5576,5577,5566,115,5573,109,111,10699,5996,5998,5999,8490,9628,6000,8787,6001,8786,10636,6004,26575,64407,10287,8601,196883,107,5997,113,2553,6667,4790,2114,3484,3485,3487,133,5021,3489,59350,4842,1392,3486,1394,6013,4846,2353,5020,7534,7531,7533,7532,2810,10971,2697,3553,3569,2776,57007,11318,3725,5142,5144,817,7529,801,816,2551,815,23764,122042,3488,1264,1265,4635,4633,3708,2980,2981,2985,2982,2869,2870,2782,2783,2784,59345,10681,2792,54331,2785,2786,2788,94235,55970,51764,2787,2791,1386,467,10488,22809,468,466,1385,2868,2778,805,5569,5570,11142,796,27297,808,1388,3709,3710,8525,5333,5335,5336,5331,9446,6263,488,408,409,784,6546,1902,800,58,59,60,70,71,10267,10266,10268,818,85366,6261,489,6262							1927-31-7,58-64-0	
Notch Signaling Pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP29	20090609111810	29892	169.230.76.4, MaintBot, Thomas	47	RBPSUHL,PTCRA,1700023B02RIK,433759,LOC330129,PCAF,DLL1,DLL3,DLL4,NOTCH1,NOTCH2,NOTCH3,NOTCH4,ADAM17,APH1A,APH1B,NCSTN,18223,209200,RBPSUH,66354,433586,NCOR2,HES1,HES5	HDAC2,CTBP1,CTBP2,CREBBP,GCN5L2,JAG1,JAG2,LFNG,MFNG,RFNG,TNF,PSEN1,PSEN2,DVL1,DVL2,DVL3,NUMB,DTX1,DTX2,DTX3,DTX4,MAML1							
Polyamine Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP290	20081114113117	21291	M.Braymer, MaintBot	10						S000001667,S000006273,S000004136,S000005412		70-26-8,110-60-1,2457-80-9,124-20-9,71-44-3,22365-13-5	
Sex determination	Caenorhabditis elegans		http://www.wikipathways.org/index.php/Pathway:WP291	20090525161600	29669	MartijnVanIersel, MaintBot	17						F44A6.2,T07D1.4,C18A11.5,sea-3,F19B10.9,K10G6.3,F52E10.1,C35C5.1,C25D7.3,ZK287.8,LLC1.1,C15F1.3,F35D6.1,T19C3.8,C01F6.4,F55B12.3,Y47D3A.6			
Lipid-linked oligosaccharide biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP292	20081114113118	21295	J.Heckman, MaintBot	6						ALGS0000,ALG1S0000,RHKS0000,ECM3S0000,DIES0000		146-91-8	
Eicosanoid Synthesis	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP293	20081114113118	21297	A.Kwa, MaintBot, M.Ramirez	20	25527,24886,25526,59103,24693,29527,29624,25290,94199,56083,114097,81639,29387,29692,266604,360426,299732,303252,								
p38 MAPK Signaling Pathway (BioCarta)	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP294	20081114113119	21299	S.Burel, MaintBot	29	81649,114495,313121,293015,500526,24471,289014,81647,445349,81518,29467,314436,25124,60661,24577,360704,81646,24653,116667,363875,64465,24466,29591,81809,246756,140926,85385,81504								
Electron Transport Chain	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP295	20081114113119	21301	Kdahlquist, MaintBot, M.Braymer	83	11983,12864,12856,20930,22227,22228,22229,13063,13067,17708,17709,17710,12857,12858,12859,12862,12861,110323,12865,12866,66142,12867,12869,12868,17706,11739,11740,11946,11947,11949,66043,67126,11957,28080,17705,11950,11951,67942,228033,71679,11958,57423,27425,20523,20463,17717,17718,17719,17721,17722,17720,54405,17992,407785,66091,66945,67680,66052,66925,22273,67003,66576,17711,22272,17716,17991,67130,68194,66218,68198,68342,218341,68055,74011,66416,70316,68202,68375,72900,68349,66108,67273,67530								
TCA Cycle - biocyc	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP296	20090409181311	29181	J.Heckman, MaintBot, Khanspers	30						S000003030,S000000422,S000006205,S000005284,S000000598,S000004295,S000003736,S000004982,S000005662,S000001387,S000002555,S000005668,S000003476,S000001631,S000003964,S000001624,S000002585,S000006183,S000002236,S000001568,S000005486		1927-31-7,58-64-0,14265-44-2,72-89-9,64885-97-8,53-84-9,604-98-8,303-97-9,617-48-1	
IL-7 Signaling Pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP297	20081114113119	21305	A.Pandey, MaintBot	44	,16197,16453,16186,16451,14360,17096,20850,20851,20848,19229,16367,384783,11651,20846,56324,20844,12028,12015,56484,56637,56458,19645,12444,12428,12567,67300,12125,17210,12143,26413,26417,208650,20416,14784,20662,12402,16362,17829,15461,110157,26395,26396								
G13 Signaling Pathway	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP298	20081114113119	21307	A.Chow, MaintBot	37	14570,11857,19046,14787,12540,19353,72508,26407,26414,12313,18481,12631,53311,20166,11848,16801,14674,13367,18643,18718,59009,17901,18709,22376,73178,29875,22691,12632,16885,12704,51789,19877,19878,18707,18706,320795								
Nuclear receptors in lipid metabolism and toxicity	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP299	20081114113120	21309	S.Burel, MaintBot, Thomas	43	1581,1579,5468,5465,5467,5825,225,19,5244,8647,,5243,1244,8714,9619,64240,9971,10062,1582,8856,9970,1580,5914,5916,1576,7421,1592,5915,1571,1559,1555,1544,1591,1594							72-89-9,434-16-2,57-88-5	6374,24913,35366,3098
Keap1-Nrf2	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP3	20090601212036	29720	Hubert, MaintBot, Thomas, Khanspers	17	1728,5290,7965,4780,9817,5599,5578,2729,1051,2730,3162,4094,2048					4627	5350		
Cytoplasmic Ribosomal Proteins	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP30	20081114112948	20741	Kdahlquist, MaintBot, M.Ramirez	81	140655,81771,83840,64302,81763,117042,26962,29257,81764,81729,81765,317646,65043,245981,291434,81766,81767,79449,81768,29282,64306,64638,29283,64640,64298,28298,57809,58927,81770,25347,64156,124440,81769,64205,140661,140662,29236,83789,140654,29288,29426,25538,29304,29258,65136,81772,81773,81774,65139,161477,29284,29285,117053,29286,29287,122772,81775,81776,27139,94266,81777,50718,25348,29752,297755,64307,24159,124323		RL18A RAT,RL12 RAT,RL11 RAT,RL7A RAT,RL3 RAT,RL23A RAT,RL26 RAT,RL27A RAT,RL34 RAT,RL35 RAT,RL37A RAT,RS18 RAT,RS25 RAT						
Histone modifications	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP300	20090302125419	28741	Michiel, MaintBot, AlexanderPico, MartijnVanIersel	5	107435,433759,15182,77683,110147								
Tryptophan Degradation	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP301	20090609111858	29893	M.Braymer, MaintBot, Thomas	16		YGL202W,YHR137W				S000004034,S000004124,S000002788,S000003319,S000002327,S000005446,S000004918,S000004688,S000000349,S000003225		73-22-3,56-86-0,53-84-9,63-91-2	
Proteasome Degradation	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP302	20081114113121	21315	Nsalomonis, MaintBot	53	50522,24828,24770,58940,UBE1X,301000,117263,25489,289990,83806,287984,287670,296651,83499,PSMC5,25581,29677,117262,29668,29669,94198,29670,29671,29676,29666,85492,29425,58854,29630,29614,25712,24967,291983,24968,287716,307821,PSMD6,292766,161475,116722,303353,287772,365388,29673,29674,29672,29675,64701,25596,81816,79435,64631,116725								
Prostaglandin Synthesis and Regulation	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP303	20081114113122	21317	Nsalomonis, MaintBot	32	24693,29527,56611,25380,79125,79124,25575,25673,85247,25116,50672,24323,79242,24683,24315,24326,25117,24653,81778,25527,25526,24886,25637,81752,24929,84023,25652,25291,306283,292661,29680,63889								
Kit Receptor Signaling Pathway	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP304	20081114113122	21319	A.Pandey, MaintBot	67	2886,5295,5296,6464,1439,2885,9306,122809,9655,1154,1213,1398,6714,51196,3717,10750,10076,26228,5578,5335,6772,6776,6777,5294,10603,2887,207,7006,4067,1796,5777,5781,2057,6195,4286,5594,25,3635,2268,3055,7525,5921,2242,1399,867,8651,7409,7410,4145,572,6654,2033,2534,5579,3265,5894,200734,161742,30011,868,8797,695,3815,4254,5604,6774,8777								
Glucocorticoid Metabolism	Rattus norvegicus		http://www.wikipathways.org/index.php/Pathway:WP305	20081114113122	21321	Nsalomonis, MaintBot, Bconklin, M.Lieberman	11	29680,,29632,24470,24298,24293,25146,191574,25117,25116								
Focal Adhesion	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP306	20081114113122	21323	169.230.76.4, MaintBot, Thomas	190	Thbs4,Tnc,Tnr,Vtn,Vwf,Lamc1,Lamc3,Tnn,Col5a3,Tnxb,Col4a6,Egf,Figf,Hgf,Igf1,Pdgfa,Pdgfb,Pgf,Pelo,Itga2,Itga3,Itga4,Itga5,Itga6,Itga7,Itga8,Itga9,Itga10,Itga11,Itga2b,Itgae,Itgad,Itgal,Itgam,ITGAV,Itgax,Itgb1,Itgb2,Itgb3,Itgb4,Itgb5,Itgb6,Itgb8,Rap1a,Rap1b,DOCK1,Shc1,Shc3,Sos1,Zyx,CAV1,Cav3,Fyn,Grb2,Vasp,Src,Ilk,Cav2,Actn1,Vcl,Chad,Col11a1,Col11a2,Col2a1,Col3a1,Col4a1,Col4a2,Col4a4,Col5a1,Col5a2,Col6a2,Col1a1,Col1a2,Comp,Fn1,Ibsp,Lama2,Lama3,Lama4,Lama5,LAMB1,Lamb2,Lamc2,Reln,Spp1,Thbs1,Thbs2,Thbs3,Lamb3,Lama1,Blk,Egfr,Erbb2,Fgr,Flt1,Hck,Igf1r,Kdr,Met,Pdgfra,Pdgfrb,Ptk6,Srms,Txk,Tesk2,Styk1,Tnk2,Tnk1,Araf,Braf,RAF1,Mapk4,Mapk7,Sepp1,Map2k5,Map2k6,Mapk12,Mapk1,Mapk6,Map2k2,Map2k3,Map2k1,Ptk2,Arhgap5,Rhob,Farp2,Flna,Tln1,Pxn,Capn1,Rhoa,Pdpk1,Parvb,Akt1,Akt2,Akt3,Rock1,Rock2,Pip5k1c,Ppp1r12a,Myl6,Mylk,Mylk2,Actb,Actg1,Gsk3b,Pik3ca,Pik3cd,Pik3r1,Pik3r2,Pik3cg,Pik3r5,Pik3r4,Pik3cb,Pten,Vav1,Rac1,Rac2,Rac3,Pak1,Pak3,Pak2,Pak4,Pak7,Pak6,Elk1,Pdgfc,Pdgfd,VEGF,Vegfb,Vegfc,Bcar1,Crk,Rapgef1,Cdc42,Bad,Bcl2,Birc2,Birc3,Birc4,Mapk8,Mapk9,Jun,Ccnd1,Ccnd2,Ccnd3,Itgb7,,829662								
Translation Factors	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP307	20081114113122	21325	Kdahlquist, MaintBot, M.Braymer	51	56347,27979,20918,13665,26908,26905,78655,54709,68135,53356,66085,16341,55944,13669,18458,13685,13688,108112,218693,67204,225363,ERF3,13628,55949,67160,66656,13627,13631,18459,209354,217715,108067,13667,224045,16418,276770,217869,208643,13690,13684,13681,13682,75705,13664,19106,15467,22384,13629,13666,230861								
Ubiquinone Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP308	20081114113122	21327	M.Braymer, MaintBot	16						S000003703,S000000207,S000005456,S000003487,S000004578,S000005651,S000005990,S000005324		2466-09-3,6699-20-3,60-18-4,53-84-9,1927-31-7,64885-97-8,55508-12-8,72-89-9	
PO vs IR	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP309	20081114113122	21329	Joneslab, MaintBot	1									
Cell cycle	Drosophila melanogaster		http://www.wikipathways.org/index.php/Pathway:WP31	20081114112948	20743	Nsalomonis, MaintBot, BruceConklin	51	36017,36454,34794,37970,35686,39014,31603,41296,35679,31449,,41839,43490,43856,33965,34954,36854,40429,35954,31248,41703,32551,34924,39340,37290,43466,38565,44446,32461,40973,34993,35288,38656,34411,37618,42971,31027,31598,31052,38989,40548,34067,42853,35381,40232,43725,32278,34968		A1AU_HUMAN,						
mRNA processing	Mus musculus		http://www.wikipathways.org/index.php/Pathway:WP310	20090128110853	28147	Nsalomonis, MaintBot, AlexanderPico, Thomas	552	15382,53379,15384,15381,15387,15388,14105,20641,107686,20643,69878,68011,67337,108062,54451,94230,51786,83410,54196,27756,67229,110809,12747,12750,22185,20646,20020,20924,67897,24018,110519,68092,56335,229279,11991,19656,59013,56258,51810,76936,19205,20637,53607,20638,24061,70233,22608,13211,67332,231769,234373,218543,53609,233908,70616,83486,68219,54188,20624,68879,66585,27366,66125,57317,20639,75062,68981,67465,20222,81898,319322,101943,107701,64340,71713,68598,192159,68479,70052,228410,98985,18789,208606,104721,15468,15469,18521,192119,53975,13204,217207,19134,53319,69192,13046,170791,108013,53610,24128,20747,20595,14007,56195,70767,56194,76938,66094,54614,72290,193116,69207,71514,108121,56878,56516,104433,11499,114896,56215,215615,268859,18670,53621,245945,213236,12696,107951,246277,72054,12877,208922,67579,209224,21841,70248,13164,241490,52387,52202,15568,15569,15571,15572,57837,53356,27979,13690,14030,59093,59092,50911,67710,19106,230780,80912,80913,19317,19357,66679,24014,269261,19921,19934,19941,19951,67281,67248,19989,26961,20005,27207,68052,20044,67427,66475,20088,57294,54127,20090,20102,20104,20115,109075,20238,13722,20492,20630,20658,20813,66384,27058,20822,20826,20853,21357,21744,21752,20821,22099,22380,58203,26919,29813,11992,26987,20815,20817,14208,244631,272009,,19826,24067,12748,102414,20462,20382,20383,20384,51796,67996,225027,108014,19848,19842,111972,19844,19845,19862,74326,68581,66055,108657,76572,109095,98871,224902,102459,101508,98285,102460,105123,103653,103232,106604,19383,15547,140486,140488,16589,17184,17185,17186,67949,56381,17690,76626,17876,56403,18139,17975,66645,67418,56031,19017,67010,74213,69408,380773,67889,207920,69597,71973,66599,67936,72692,209003,67225,72735,68272,72397,77134,68035,381626,98758,66704,70930,230603,235402,77411,217351,338351,321006,232089,68280,77604,239188,237073,21681,56009,60365,236732,224344,75710,21842,21843,22034,53791,78784,353373,19847,22183,22184,171190,93871,22384,103625,19652,68195,67671,66164,100336,216578,320158,11428,56417,94191,30947,11640,12021,53817,83675,12189,68379,52521,52874,110957,27993,229663,27998,13680,56200,27225,30959,68278,13205,13206,72935,103805,104924,104925,102683,103061,56316,231413,50926,14962,170826,18458,18459,230721,93728,73826,18542,12828,18938,27041,27632,71684,76897,67444,68744,66185,74111,67456,71766,67959,67039,67920,72459,353258,72160,67958,72567,70044,67197,67667,319586,75388,319695,74366,67543,74484,269061,100121,66660,67434,76167,76183,207181,66810,56275,106583,19653,19654,93686,19655,19657,19663,104307,56190,230257,20823,243272,11739,102857,53890,20975,70439,230908,66184,102462,98685,66892,230861,76522,384281,67025,69639,66405,69724,66983,66446,217337,67842,66492,67053,67120,75420,67207,72662,234733,76846,67390,208718,68172,192170,13207,52513,13209,108025,13682,13684,14113,14265,14359,23879,16201,16865,50783,56758,66419,19935,66230,18148,27275,170722,246730,23961,23960,246728,246727,23962,56522,57320,23983		Q9D0T1,Q9D2U5,Q9DC48						
Synthesis and Degradation of Ketone Bodies	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP311	20081114113125	21335	N.Reyes, MaintBot, Thomas	10	38,3158,3155,5019,622						3037032,6971017	72-89-9,1420-36-6,1553-55-5	
Pentose Phosphate Pathway	Caenorhabditis elegans		http://www.wikipathways.org/index.php/Pathway:WP312	20081114113125	21337	Kdahlquist, MaintBot	6	178046, ,177971,175995,177202,176043								
Signaling of Hepatocyte Growth Factor Receptor	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP313	20081114113125	21339	169.230.76.4, MaintBot, MartijnVanIersel	34	3688,3672,2185,5829,5747,6714,5728,5921,5290,2549,5781,2885,6774,6654,1399,1398,1793,2889,5906,5908,3265,5599,11184,2002,5894,5604,5605,5594,5595,3725,2353,5058,24553,3082								
FAS pathway and Stress induction of HSP regulation	Homo sapiens		http://www.wikipathways.org/index.php/Pathway:WP314	20081114113125	21341	169.230.76.4, MaintBot, Khanspers	43	1616,356,355,3315,7124,3552,9261,7867,54205,596,842,317,836,8772,11124,,841,8837,8767,843,840,142,5058,5062,397,6709,1676,1677,5591,839,4000,4001,84823,5925,4214,6416,5599,6885,3725							104404-17-3	
P-Hydroxybenzoate Biosynthesis	Saccharomyces cerevisiae		http://www.wikipathways.org/index.php/Pathway:WP315	20081114113125	21343	M.Braymer, MaintBot	6								60-18-4,53-84-9,1927-31-7,64885-97-8,72-89-9,55508-12-8	
